Sl No,Category,Item Code,Item Name,Quantity,Department,Address,Contact Name,Phone,Latitude,Longitude,District
688,Tactical,291,Containers Of Afff,20 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
689,Tactical,389,Gum Boots,4 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
698,Tactical,156,Life Jackets,6 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
699,Tactical,155,Lifebuoy,6 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
700,Tactical,140,Search Light,1 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
701,Tactical,357,Rope,2 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
702,Tactical,336,Pick Axe,2 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
703,Tactical,337,Axe,2 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
704,Tactical,356,B.A.Set,3 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
705,Tactical,334,Helmet,4 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
706,Tactical,332,Crow Bar,2 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
707,Tactical,330,Shovel,2 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
708,Tactical,112,Spreaders Hydraulic,1 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
709,Tactical,110,Cutters Hydraulic,1 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
710,Tactical,103,Bolt Cutters ( Shears ),01 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
711,Tactical,369,Hand Gloves,6 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
712,Tactical,374,Driver Hmv,10 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
713,Tactical,373,Driver Lmv,10 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
714,Tactical,322,Traffic Cones,4 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
715,Tactical,291,Containers Of Afff,20 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
735,Tactical,159,Inflatable Boat (12 Persons),3 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
736,Tactical,156,Life Jackets,30 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
737,Tactical,141,Electric Generator (10 Kv),1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
738,Tactical,358,Bucket,2 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
739,Tactical,341,Ceiling Hook,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
740,Tactical,338,Door Breaker,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
741,Tactical,331,Spade,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
742,Tactical,337,Axe,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
743,Tactical,336,Pick Axe,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
744,Tactical,334,Helmet,30 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
745,Tactical,155,Lifebuoy,6 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
746,Tactical,140,Search Light,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
747,Tactical,357,Rope,2 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
748,Tactical,356,B.A.Set,3 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
749,Tactical,332,Crow Bar,2 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
750,Tactical,330,Shovel,2 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
751,Tactical,130,Crescent/Adjustable Wrenches,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
752,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",10 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
753,Tactical,118,Heavy Axe,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
754,Tactical,117,Sledge Hammer,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
755,Tactical,112,Spreaders Hydraulic,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
756,Tactical,107,Chain Saw Diamond,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
757,Tactical,105,Circular Saw With Diamond Blade(Electric),1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
758,Tactical,104,Electric Drill,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
759,Tactical,110,Cutters Hydraulic,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
760,Tactical,103,Bolt Cutters ( Shears ),3 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
761,Tactical,417,Digital Thermometer,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
762,Tactical,411,Pulse Oximeter,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
763,Tactical,374,Driver Hmv,6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
764,Tactical,291,Containers Of Afff,25 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
770,Tactical,411,Pulse Oximeter,2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
771,Tactical,403,Oxygen Concentrator,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
772,Tactical,390,Heavy Duty Gloves,4 Pair,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
773,Tactical,389,Gum Boots,69 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
774,Tactical,383,Goggles,12 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
775,Tactical,376,Ppe Kit,100 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
776,Tactical,468,Ex Army Personnel,9 Persons,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
777,Tactical,374,Driver Hmv,2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
778,Tactical,373,Driver Lmv,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
780,Tactical,165,Search And Rescue Teams For Flood,30 Persons,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
781,Tactical,150,Search And Rescue Teams For Collapsed Structures,30 Persons,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
782,Tactical,466,Dg Sets,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
783,Tactical,314,Plastic Drums,6 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
784,Tactical,303,High Visibility Vest,122 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
785,Tactical,286,Nbc Face Mask,17 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
808,Tactical,160,Fiber Boat (12 Persons),4 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
809,Tactical,159,Inflatable Boat (12 Persons),3 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
810,Tactical,158,Pneumatic Rope Launcher,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
811,Tactical,156,Life Jackets,250 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
812,Tactical,155,Lifebuoy,204 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
813,Tactical,154,Under Water Ba Set,4 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
814,Tactical,153,Diving Suit,4 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
815,Tactical,344,Electric Torch,2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
816,Tactical,141,Electric Generator (10 Kv),2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
817,Tactical,140,Search Light,4 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
818,Tactical,357,Rope,9 Meter,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
819,Tactical,356,B.A.Set,12 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
820,Tactical,354,Hand Tool Set,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
821,Tactical,340,Knife Salvage,10 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
822,Tactical,339,Hacksaw,2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
823,Tactical,336,Pick Axe,10 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
824,Tactical,334,Helmet,24 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
825,Tactical,332,Crow Bar,6 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
826,Tactical,331,Spade,12 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
827,Tactical,133,Blankets,8 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
828,Tactical,129,Glass Remover (Punch Mark),12 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
829,Tactical,128,Rescue Rams,2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
